theme_code,Recipe Name,Recipe Link,Recipe Image Link,category
101012002,면역력을 높여주는 영양이 풍부한 브로콜리두부무침,https://www.10000recipe.com//recipe/5749832,https://recipe1.ezmember.co.kr/cache/recipe/2015/05/26/3a21ffd9c8977fd0bae7e83f6ff20d9f1_m.jpg,머슬업 다이어트
101012002,문어숙회,https://www.10000recipe.com//recipe/6248522,https://recipe1.ezmember.co.kr/cache/recipe/2015/05/23/5afd8e8d70f155b26851479f8162ab8f1_m.jpg,머슬업 다이어트
101012002,치킨 샐러드 만들기,https://www.10000recipe.com//recipe/6731009,https://recipe1.ezmember.co.kr/cache/recipe/2015/05/07/f273064651cec27bb795c8b3985ff9db1_m.jpg,머슬업 다이어트
101012002,연어캔 통스테이크,https://www.10000recipe.com//recipe/6713240,https://recipe1.ezmember.co.kr/cache/recipe/2015/05/18/c118c0c31da451a520e45bb6803868f31_m.jpg,머슬업 다이어트
101012004,다시마 채 볶음,https://www.10000recipe.com//recipe/1635852,https://recipe1.ezmember.co.kr/cache/recipe/2015/09/29/3c9c8b8132e04e116d49633e21f9d4f2_m.jpg,변비
101012004,천도복숭아냉국,https://www.10000recipe.com//recipe/5157437,https://recipe1.ezmember.co.kr/cache/recipe/2015/05/27/eb6ee2feecef8cac9e2023d946a2b2e51_m.jpg,변비
101012004,복숭아 맛있게 먹기 - 수제 복숭아조림,https://www.10000recipe.com//recipe/6829838,https://recipe1.ezmember.co.kr/cache/recipe/2015/07/06/79679b0fa37e6c6e70965739ea35cb6d1_m.jpg,변비
101012004,사과깍두기,https://www.10000recipe.com//recipe/4312568,https://recipe1.ezmember.co.kr/cache/recipe/2015/05/26/6b759547fcd73169907e42f45dab8b3d1_m.jpg,변비
101012004,사과단호박샐러드,https://www.10000recipe.com//recipe/6830634,https://recipe1.ezmember.co.kr/cache/recipe/2015/07/28/5de87c462d98d7be972776fd039698a41_m.jpg,변비
101012004,현미시래기밥,https://www.10000recipe.com//recipe/4889431,https://recipe1.ezmember.co.kr/cache/recipe/2015/09/07/4b67a2f07342b87371dcbf6d975eb5971_m.jpg,변비
